request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_54,1947.38,not_affordable,not_recommended,none,2026-10-02,none,Not recommended: paying ZAR 121528.0 would breach the ZAR 37000.0 minimum balance throughout the 90-day forecast.
request_55,130367.49,affordable_with_plan,installments,2026-06-11:75781.33|2026-07-12:75781.33|2026-08-12:75781.33,2026-07-15,none,Use 3 installments of INR 75781.33; this keeps the balance safe throughout.
request_56,636.3,affordable_with_plan,partial_payment,2025-02-03:636.3|2025-02-15:245.26,2025-02-15,none,Pay USD 636.3 today and the remaining USD 245.26 on 2025-02-15.
request_57,13090.07,affordable_later,wait,2026-06-15:61446.0,2026-06-15,none,Paying ZAR 61446.0 today would breach the minimum; wait until 2026-06-15 when the full amount is safe.
request_58,0.0,not_affordable,not_recommended,none,,none,Not recommended: paying IDR 16226000.0 would breach the IDR 14433900.0 minimum balance throughout the 90-day forecast.
request_59,140600.0,affordable_with_plan,installments,2025-05-07:48741.33|2025-06-04:48741.33|2025-07-02:48741.33,2025-05-04,none,Use 3 installments of INR 48741.33; this keeps the balance safe throughout.
request_60,116.49,affordable_later,wait,2026-02-15:199.89,2026-02-15,none,Paying USD 199.89 today would breach the minimum; wait until 2026-02-15 when the full amount is safe.
request_61,29062.0,affordable_with_plan,installments,2024-03-17:10074.83|2024-04-17:10074.83|2024-05-18:10074.83,2024-03-03,none,Use 3 installments of ZAR 10074.83; this keeps the balance safe throughout.
request_62,404.23,affordable_now,full_payment,2025-08-05:404.23,2025-08-05,none,Pay USD 404.23 today; this leaves at least USD 1300.0 available over the next 90 days.
request_63,37519.73,not_affordable,not_recommended,none,2026-10-05,none,Not recommended: paying INR 343900.0 would breach the INR 153500.0 minimum balance throughout the 90-day forecast.
request_64,0.0,not_affordable,not_recommended,none,,none,Not recommended: paying INR 63700.0 would breach the INR 36100.0 minimum balance throughout the 90-day forecast.
request_65,5812.9,not_affordable,not_recommended,none,2026-02-04,none,Not recommended: paying ZAR 54340.0 would breach the ZAR 15500.0 minimum balance throughout the 90-day forecast.
request_66,22200.0,affordable_now,full_payment,2026-04-03:22200.0,2026-04-03,none,Pay INR 22200.0 today; this leaves at least INR 80700.0 available over the next 90 days.
request_67,309.37,affordable_later,wait,2024-11-15:2094.0,2024-11-15,none,Paying USD 2094.0 today would breach the minimum; wait until 2024-11-15 when the full amount is safe.
request_68,1442.28,affordable_with_plan,installments,2025-02-14:725.09|2025-03-14:725.09|2025-04-11:725.09,2025-03-15,none,Use 3 installments of USD 725.09; this keeps the balance safe throughout.
request_69,529.1,affordable_now,full_payment,2026-01-04:529.1,2026-01-04,none,Pay EUR 529.1 today; this leaves at least EUR 700.0 available over the next 90 days.
request_70,49243.91,affordable_later,wait,2025-02-15:243900.0,2025-02-15,none,Paying INR 243900.0 today would breach the minimum; wait until 2025-02-15 when the full amount is safe.
request_71,189610.16,not_affordable,not_recommended,none,2025-08-01,none,Not recommended: paying IDR 21451000.0 would breach the IDR 8884800.0 minimum balance throughout the 90-day forecast.
request_72,11330.0,affordable_now,full_payment,2026-07-05:11330.0,2026-07-05,none,Pay ZAR 11330.0 today; this leaves at least ZAR 12200.0 available over the next 90 days.
request_73,71400.0,affordable_now,full_payment,2023-01-20:71400.0,2023-01-20,none,Pay INR 71400.0 today; this leaves at least INR 103200.0 available over the next 90 days.
request_74,5010.0,affordable_now,full_payment,2025-08-04:5010.0,2025-08-04,none,Pay ZAR 5010.0 today; this leaves at least ZAR 21900.0 available over the next 90 days.
request_75,14799.69,not_affordable,not_recommended,none,2026-07-05,none,Not recommended: paying ZAR 28270.0 would breach the ZAR 39000.0 minimum balance throughout the 90-day forecast.
request_76,743.85,not_affordable,not_recommended,none,2024-08-15,none,Not recommended: paying USD 4455.6 would breach the USD 1800.0 minimum balance throughout the 90-day forecast.
request_77,60700.0,affordable_now,full_payment,2025-11-05:60700.0,2025-11-05,none,Pay INR 60700.0 today; this leaves at least INR 82200.0 available over the next 90 days.
request_78,49815.33,affordable_with_plan,full_payment,2025-10-02:50200.0,2025-10-15,reduce_to:event_7225:1480.0,Pay INR 50200.0 today after reducing flexible spending; this keeps the balance above INR 55200.0.
request_79,313.99,not_affordable,not_recommended,none,2024-12-03,none,Not recommended: paying EUR 2151.6 would breach the EUR 1000.0 minimum balance throughout the 90-day forecast.
request_80,109442.95,not_affordable,not_recommended,none,2025-05-07,none,Not recommended: paying INR 217500.0 would breach the INR 121300.0 minimum balance throughout the 90-day forecast.
request_81,2076.0,affordable_now,full_payment,2026-07-03:2076.0,2026-07-03,none,Pay USD 2076.0 today; this leaves at least USD 1600.0 available over the next 90 days.
request_82,313.15,affordable_later,wait,2025-02-15:1405.2,2025-02-15,none,Paying USD 1405.2 today would breach the minimum; wait until 2025-02-15 when the full amount is safe.
request_83,6982.4,not_affordable,not_recommended,none,2025-08-05,none,Not recommended: paying INR 156200.0 would breach the INR 37800.0 minimum balance throughout the 90-day forecast.
request_84,21540.33,affordable_later,wait,2026-06-15:95400.0,2026-06-15,none,Paying INR 95400.0 today would breach the minimum; wait until 2026-06-15 when the full amount is safe.
request_85,343707.73,not_affordable,not_recommended,none,2024-06-04,none,Not recommended: paying IDR 19304000.0 would breach the IDR 6396300.0 minimum balance throughout the 90-day forecast.
request_86,46300.0,affordable_now,full_payment,2025-08-03:46300.0,2025-08-03,none,Pay INR 46300.0 today; this leaves at least INR 84900.0 available over the next 90 days.
request_87,19108.24,not_affordable,not_recommended,none,2026-04-05,none,Not recommended: paying INR 487900.0 would breach the INR 185900.0 minimum balance throughout the 90-day forecast.
request_88,10715.66,affordable_with_plan,installments,2024-06-14:9045.23|2024-07-15:9045.23|2024-08-15:9045.23,2024-06-15,none,Use 3 installments of ZAR 9045.23; this keeps the balance safe throughout.
request_89,9233429.21,not_affordable,not_recommended,none,2026-01-15,none,Not recommended: paying IDR 13756000.0 would breach the IDR 12534700.0 minimum balance throughout the 90-day forecast.
request_90,2560.0,affordable_now,full_payment,2026-07-06:2560.0,2026-07-06,none,Pay ZAR 2560.0 today; this leaves at least ZAR 7600.0 available over the next 90 days.
request_91,306.76,affordable_later,wait,2024-11-15:1927.2,2024-11-15,none,Paying EUR 1927.2 today would breach the minimum; wait until 2024-11-15 when the full amount is safe.
request_92,34034.0,affordable_now,full_payment,2025-02-05:34034.0,2025-02-05,none,Pay ZAR 34034.0 today; this leaves at least ZAR 28100.0 available over the next 90 days.
request_93,1729.2,affordable_now,full_payment,2026-04-07:1729.2,2026-04-07,none,Pay USD 1729.2 today; this leaves at least USD 1900.0 available over the next 90 days.
request_94,572.0,affordable_now,full_payment,2024-12-04:572.0,2024-12-04,none,Pay EUR 572.0 today; this leaves at least EUR 600.0 available over the next 90 days.
request_95,37253.94,not_affordable,not_recommended,none,2025-08-04,none,Not recommended: paying INR 553000.0 would breach the INR 145500.0 minimum balance throughout the 90-day forecast.
request_96,74296.06,affordable_with_plan,installments,2026-01-10:31269.33|2026-02-09:31269.33|2026-03-11:31269.33,2026-02-15,none,Use 3 installments of INR 31269.33; this keeps the balance safe throughout.
request_97,1534.01,affordable_with_plan,installments,2024-03-19:8145.28|2024-04-19:8145.28|2024-05-20:8145.28,2024-04-15,none,Use 3 installments of ZAR 8145.28; this keeps the balance safe throughout.
request_98,0.0,not_affordable,not_recommended,none,,none,Not recommended: paying ZAR 27148.0 would breach the ZAR 30000.0 minimum balance throughout the 90-day forecast.
request_99,17483.56,affordable_with_plan,full_payment,2026-07-04:18062.0,2026-07-15,stop:event_9188,Pay ZAR 18062.0 today after reducing flexible spending; this keeps the balance above ZAR 49100.0.
request_100,25098.37,not_affordable,not_recommended,none,2024-08-15,none,Not recommended: paying ZAR 37114.0 would breach the ZAR 32500.0 minimum balance throughout the 90-day forecast.
request_101,142200.5,affordable_with_plan,full_payment,2025-11-03:143500.0,2025-11-19,reduce_to:event_9418:4210.0,Pay INR 143500.0 today after reducing flexible spending; this keeps the balance above INR 187400.0.
request_102,1716.0,affordable_with_plan,installments,2026-04-05:594.88|2026-05-05:594.88|2026-06-04:594.88,2026-04-05,none,Use 3 installments of EUR 594.88; this keeps the balance safe throughout.
request_103,4547.06,not_affordable,not_recommended,none,2024-12-06,none,Not recommended: paying INR 368300.0 would breach the INR 125500.0 minimum balance throughout the 90-day forecast.
request_104,17204.0,affordable_now,full_payment,2025-02-04:17204.0,2025-02-04,none,Pay ZAR 17204.0 today; this leaves at least ZAR 24700.0 available over the next 90 days.
request_105,53395.6,affordable_with_plan,full_payment,2026-06-08:53500.0,2026-06-15,reduce_to:event_9720:1632.0,Pay INR 53500.0 today after reducing flexible spending; this keeps the balance above INR 73900.0.
request_106,459.01,affordable_later,wait,2025-02-15:2207.7,2025-02-15,none,Paying EUR 2207.7 today would breach the minimum; wait until 2025-02-15 when the full amount is safe.
request_107,2430.14,not_affordable,not_recommended,none,2025-07-15,none,Not recommended: paying EUR 2534.4 would breach the EUR 1600.0 minimum balance throughout the 90-day forecast.
request_108,1883.35,not_affordable,not_recommended,none,2026-09-15,none,Not recommended: paying ZAR 55308.0 would breach the ZAR 24100.0 minimum balance throughout the 90-day forecast.
request_109,487.96,not_affordable,not_recommended,none,2024-05-15,none,Not recommended: paying EUR 1863.4 would breach the EUR 1700.0 minimum balance throughout the 90-day forecast.
request_110,22352.0,affordable_with_plan,installments,2025-08-06:7748.69|2025-09-03:7748.69|2025-10-01:7748.69,2025-08-06,none,Use 3 installments of ZAR 7748.69; this keeps the balance safe throughout.
request_111,16625000.0,affordable_now,full_payment,2026-04-03:16625000.0,2026-04-03,none,Pay IDR 16625000.0 today; this leaves at least IDR 23022800.0 available over the next 90 days.
request_112,271.7,affordable_now,full_payment,2024-06-05:271.7,2024-06-05,none,Pay EUR 271.7 today; this leaves at least EUR 500.0 available over the next 90 days.
request_113,19523.8,affordable_later,wait,2026-10-15:36500.0,2026-10-15,none,Paying INR 36500.0 today would breach the minimum; wait until 2026-10-15 when the full amount is safe.
request_114,54645.5,not_affordable,not_recommended,none,2026-01-15,none,Not recommended: paying INR 65300.0 would breach the INR 113400.0 minimum balance throughout the 90-day forecast.
request_115,13096.36,not_affordable,not_recommended,none,2024-12-05,none,Not recommended: paying INR 80500.0 would breach the INR 38800.0 minimum balance throughout the 90-day forecast.
request_116,7089.29,not_affordable,not_recommended,none,2025-05-04,none,Not recommended: paying INR 241200.0 would breach the INR 80300.0 minimum balance throughout the 90-day forecast.
request_117,856.82,affordable_with_plan,full_payment,2026-07-05:880.0,2026-07-15,reduce_to:event_10878:20.5|stop:event_10833,Pay EUR 880.0 today after reducing flexible spending; this keeps the balance above EUR 1000.0.
request_118,647.82,not_affordable,not_recommended,none,2025-02-15,none,Not recommended: paying EUR 738.1 would breach the EUR 600.0 minimum balance throughout the 90-day forecast.
request_119,54662.29,not_affordable,not_recommended,none,2025-06-15,none,Not recommended: paying INR 203500.0 would breach the INR 151200.0 minimum balance throughout the 90-day forecast.
request_120,7714000.0,affordable_now,full_payment,2026-04-06:7714000.0,2026-04-06,none,Pay IDR 7714000.0 today; this leaves at least IDR 20050300.0 available over the next 90 days.
request_121,633.6,affordable_now,full_payment,2024-03-03:633.6,2024-03-03,none,Pay USD 633.6 today; this leaves at least USD 800.0 available over the next 90 days.
request_122,20558000.0,affordable_with_plan,installments,2025-08-05:7126773.33|2025-09-02:7126773.33|2025-09-30:7126773.33,2025-08-05,none,Use 3 installments of IDR 7126773.33; this keeps the balance safe throughout.
request_123,4076000.0,affordable_now,full_payment,2026-01-07:4076000.0,2026-01-07,none,Pay IDR 4076000.0 today; this leaves at least IDR 18091200.0 available over the next 90 days.
request_124,1396.92,affordable_with_plan,installments,2024-06-11:1076.12|2024-07-12:1076.12|2024-08-12:1076.12,2024-07-15,none,Use 3 installments of EUR 1076.12; this keeps the balance safe throughout.
request_125,0.0,not_affordable,not_recommended,none,,none,Not recommended: paying ZAR 6468.0 would breach the ZAR 11300.0 minimum balance throughout the 90-day forecast.
request_126,159600.0,affordable_now,full_payment,2026-07-03:159600.0,2026-07-03,none,Pay INR 159600.0 today; this leaves at least INR 129700.0 available over the next 90 days.
request_127,6851.01,not_affordable,not_recommended,none,2024-11-15,none,Not recommended: paying ZAR 23980.0 would breach the ZAR 41000.0 minimum balance throughout the 90-day forecast.
request_128,25168.0,affordable_now,full_payment,2025-02-07:25168.0,2025-02-07,none,Pay ZAR 25168.0 today; this leaves at least ZAR 42600.0 available over the next 90 days.
request_129,21.62,not_affordable,not_recommended,none,2026-07-03,none,Not recommended: paying USD 2668.8 would breach the USD 800.0 minimum balance throughout the 90-day forecast.
request_130,363.85,affordable_later,wait,2025-02-15:1978.8,2025-02-15,none,Paying USD 1978.8 today would breach the minimum; wait until 2025-02-15 when the full amount is safe.
request_131,1348.75,affordable_with_plan,installments,2025-05-06:643.14|2025-06-03:643.14|2025-07-01:643.14,2025-06-15,none,Use 3 installments of USD 643.14; this keeps the balance safe throughout.
request_132,258.05,affordable_later,wait,2026-02-15:379.86,2026-02-15,none,Paying USD 379.86 today would breach the minimum; wait until 2026-02-15 when the full amount is safe.
request_133,15770000.0,not_affordable,not_recommended,none,2024-03-07,none,Not recommended: paying IDR 15770000.0 would breach the IDR 9986200.0 minimum balance throughout the 90-day forecast.
request_134,4533331.33,affordable_later,wait,2025-10-15:21831000.0,2025-10-15,none,Paying IDR 21831000.0 today would breach the minimum; wait until 2025-10-15 when the full amount is safe.
request_135,282.34,affordable_with_plan,full_payment,2026-07-06:304.8,2026-07-15,stop:event_12413,Pay USD 304.8 today after reducing flexible spending; this keeps the balance above USD 500.0.
request_136,537.87,affordable_with_plan,full_payment,2024-06-03:560.4,2024-06-15,reduce_to:event_12498:27.2,Pay USD 560.4 today after reducing flexible spending; this keeps the balance above USD 1100.0.
request_137,25241.23,affordable_later,wait,2026-01-15:80100.0,2026-01-15,none,Paying INR 80100.0 today would breach the minimum; wait until 2026-01-15 when the full amount is safe.
request_138,748.74,affordable_with_plan,partial_payment,2026-04-07:748.74|2026-04-15:508.2,2026-04-15,none,Pay EUR 748.74 today and the remaining EUR 508.2 on 2026-04-15.
request_139,1246.57,not_affordable,not_recommended,none,2024-11-15,none,Not recommended: paying USD 2316.0 would breach the USD 1500.0 minimum balance throughout the 90-day forecast.
request_140,1298.72,not_affordable,not_recommended,none,2025-05-07,none,Not recommended: paying ZAR 62832.0 would breach the ZAR 21600.0 minimum balance throughout the 90-day forecast.
request_141,18760.55,not_affordable,not_recommended,none,2026-04-03,none,Not recommended: paying INR 171600.0 would breach the INR 67300.0 minimum balance throughout the 90-day forecast.
request_142,1263.6,affordable_now,full_payment,2024-12-05:1263.6,2024-12-05,none,Pay USD 1263.6 today; this leaves at least USD 1700.0 available over the next 90 days.
request_143,0.0,not_affordable,not_recommended,none,,none,Not recommended: paying ZAR 12584.0 would breach the ZAR 11300.0 minimum balance throughout the 90-day forecast.
request_144,233.34,affordable_now,full_payment,2026-07-04:233.34,2026-07-04,none,Pay USD 233.34 today; this leaves at least USD 600.0 available over the next 90 days.
request_145,28731.9,not_affordable,not_recommended,none,2024-05-15,none,Not recommended: paying INR 217400.0 would breach the INR 155400.0 minimum balance throughout the 90-day forecast.
request_146,16528.54,not_affordable,not_recommended,none,2025-11-01,none,Not recommended: paying INR 449400.0 would breach the INR 108600.0 minimum balance throughout the 90-day forecast.
request_147,403.04,affordable_with_plan,installments,2026-04-08:391.63|2026-05-08:391.63|2026-06-07:391.63,2026-05-15,none,Use 3 installments of EUR 391.63; this keeps the balance safe throughout.
request_148,7242.72,not_affordable,not_recommended,none,2024-07-15,none,Not recommended: paying ZAR 22242.0 would breach the ZAR 20000.0 minimum balance throughout the 90-day forecast.
request_149,22589.09,affordable_with_plan,installments,2025-11-18:12706.03|2025-12-16:12706.03|2026-01-13:12706.03,2025-12-15,none,Use 3 installments of ZAR 12706.03; this keeps the balance safe throughout.
request_150,260.89,not_affordable,not_recommended,none,2026-03-15,none,Not recommended: paying EUR 496.1 would breach the EUR 700.0 minimum balance throughout the 90-day forecast.
request_151,26999000.0,affordable_now,full_payment,2024-09-03:26999000.0,2024-09-03,none,Pay IDR 26999000.0 today; this leaves at least IDR 31633600.0 available over the next 90 days.
request_152,11055.76,not_affordable,not_recommended,none,2025-04-15,none,Not recommended: paying ZAR 13882.0 would breach the ZAR 11900.0 minimum balance throughout the 90-day forecast.
request_153,0.0,not_affordable,not_recommended,none,,none,Not recommended: paying USD 2830.8 would breach the USD 1400.0 minimum balance throughout the 90-day forecast.
request_154,1625.8,not_affordable,not_recommended,none,2024-12-04,none,Not recommended: paying EUR 1625.8 would breach the EUR 1300.0 minimum balance throughout the 90-day forecast.
request_155,112500.0,affordable_now,full_payment,2025-05-06:112500.0,2025-05-06,none,Pay INR 112500.0 today; this leaves at least INR 56300.0 available over the next 90 days.
request_156,7148.7,affordable_later,wait,2026-06-15:43076.0,2026-06-15,none,Paying ZAR 43076.0 today would breach the minimum; wait until 2026-06-15 when the full amount is safe.
request_157,4778934.62,affordable_later,wait,2024-05-15:23503000.0,2024-05-15,none,Paying IDR 23503000.0 today would breach the minimum; wait until 2024-05-15 when the full amount is safe.
request_158,242600.0,affordable_with_plan,installments,2025-08-07:84101.33|2025-09-04:84101.33|2025-10-02:84101.33,2025-08-07,none,Use 3 installments of INR 84101.33; this keeps the balance safe throughout.
request_159,7845.57,not_affordable,not_recommended,none,2026-04-04,none,Not recommended: paying ZAR 13398.0 would breach the ZAR 8700.0 minimum balance throughout the 90-day forecast.
request_160,577.17,affordable_with_plan,installments,2024-06-13:432.05|2024-07-14:432.05|2024-08-14:432.05,2024-07-15,none,Use 3 installments of EUR 432.05; this keeps the balance safe throughout.
request_161,0.0,not_affordable,not_recommended,none,,none,Not recommended: paying IDR 21204000.0 would breach the IDR 23010400.0 minimum balance throughout the 90-day forecast.
request_162,1391621.29,not_affordable,not_recommended,none,2026-10-03,none,Not recommended: paying IDR 83923000.0 would breach the IDR 24161100.0 minimum balance throughout the 90-day forecast.
request_163,8539687.69,not_affordable,not_recommended,none,2024-11-15,none,Not recommended: paying IDR 19304000.0 would breach the IDR 26728700.0 minimum balance throughout the 90-day forecast.
request_164,27018000.0,affordable_with_plan,installments,2025-02-11:9366240.0|2025-03-11:9366240.0|2025-04-08:9366240.0,2025-02-04,none,Use 3 installments of IDR 9366240.0; this keeps the balance safe throughout.
request_165,78255.22,affordable_with_plan,full_payment,2026-04-06:80600.0,2026-07-05,stop:event_15135,Pay INR 80600.0 today after reducing flexible spending; this keeps the balance above INR 95000.0.
request_166,2907.6,affordable_with_plan,installments,2024-12-03:1007.97|2025-01-03:1007.97|2025-02-03:1007.97,2024-12-03,none,Use 3 installments of USD 1007.97; this keeps the balance safe throughout.
request_167,43802.0,affordable_now,full_payment,2025-05-05:43802.0,2025-05-05,none,Pay ZAR 43802.0 today; this leaves at least ZAR 31200.0 available over the next 90 days.
request_168,31313.2,affordable_with_plan,partial_payment,2026-01-07:31313.2|2026-02-15:18066.8,2026-02-15,none,Pay INR 31313.2 today and the remaining INR 18066.8 on 2026-02-15.
request_169,41976.0,affordable_now,full_payment,2024-03-04:41976.0,2024-03-04,none,Pay ZAR 41976.0 today; this leaves at least ZAR 18700.0 available over the next 90 days.
request_170,30020192.47,affordable_with_plan,installments,2025-08-06:12804480.0|2025-09-03:12804480.0|2025-10-01:12804480.0,2025-09-15,none,Use 3 installments of IDR 12804480.0; this keeps the balance safe throughout.
request_171,37.66,not_affordable,not_recommended,none,2026-10-01,none,Not recommended: paying EUR 1878.8 would breach the EUR 500.0 minimum balance throughout the 90-day forecast.
request_172,9234.78,affordable_with_plan,partial_payment,2024-06-05:9234.78|2024-06-15:965.22,2024-06-15,none,Pay ZAR 9234.78 today and the remaining ZAR 965.22 on 2024-06-15.
request_173,0.0,not_affordable,not_recommended,none,,none,Not recommended: paying INR 113000.0 would breach the INR 79100.0 minimum balance throughout the 90-day forecast.
request_174,1146.2,affordable_with_plan,installments,2026-04-04:397.35|2026-05-04:397.35|2026-06-03:397.35,2026-04-04,none,Use 3 installments of EUR 397.35; this keeps the balance safe throughout.
request_175,2346.3,affordable_now,full_payment,2024-09-06:2346.3,2024-09-06,none,Pay EUR 2346.3 today; this leaves at least EUR 1700.0 available over the next 90 days.
request_176,372.91,not_affordable,not_recommended,none,2025-05-04,none,Not recommended: paying EUR 1239.7 would breach the EUR 600.0 minimum balance throughout the 90-day forecast.
request_177,1017.6,affordable_now,full_payment,2026-01-05:1017.6,2026-01-05,none,Pay USD 1017.6 today; this leaves at least USD 1300.0 available over the next 90 days.
request_178,2938.1,affordable_with_plan,installments,2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54,2024-12-07,none,Use 3 installments of EUR 1018.54; this keeps the balance safe throughout.
request_179,6817734.87,affordable_later,wait,2025-07-15:41648000.0,2025-07-15,none,Paying IDR 41648000.0 today would breach the minimum; wait until 2025-07-15 when the full amount is safe.
request_180,66500.0,affordable_now,full_payment,2026-07-06:66500.0,2026-07-06,none,Pay INR 66500.0 today; this leaves at least INR 37300.0 available over the next 90 days.
request_181,302.16,not_affordable,not_recommended,none,2024-06-01,none,Not recommended: paying USD 5059.2 would breach the USD 2000.0 minimum balance throughout the 90-day forecast.
request_182,65714.0,affordable_now,full_payment,2025-08-05:65714.0,2025-08-05,none,Pay ZAR 65714.0 today; this leaves at least ZAR 31100.0 available over the next 90 days.
request_183,22974696.15,affordable_with_plan,installments,2026-04-10:9313546.67|2026-05-10:9313546.67|2026-06-09:9313546.67,2026-05-15,none,Use 3 installments of IDR 9313546.67; this keeps the balance safe throughout.
request_184,7547.16,not_affordable,not_recommended,none,2024-09-02,none,Not recommended: paying INR 251900.0 would breach the INR 110800.0 minimum balance throughout the 90-day forecast.
request_185,325.02,affordable_later,wait,2026-01-15:1257.3,2026-01-15,none,Paying EUR 1257.3 today would breach the minimum; wait until 2026-01-15 when the full amount is safe.
request_186,3843.56,affordable_later,wait,2026-03-15:26554.0,2026-03-15,none,Paying ZAR 26554.0 today would breach the minimum; wait until 2026-03-15 when the full amount is safe.
request_187,38016.22,affordable_later,wait,2024-11-15:187500.0,2024-11-15,none,Paying INR 187500.0 today would breach the minimum; wait until 2024-11-15 when the full amount is safe.
request_188,97.43,not_affordable,not_recommended,none,2025-05-08,none,Not recommended: paying EUR 2464.0 would breach the EUR 900.0 minimum balance throughout the 90-day forecast.
request_189,488.4,affordable_now,full_payment,2026-07-04:488.4,2026-07-04,none,Pay EUR 488.4 today; this leaves at least EUR 400.0 available over the next 90 days.
request_190,530.44,affordable_later,wait,2025-02-15:2557.5,2025-02-15,none,Paying EUR 2557.5 today would breach the minimum; wait until 2025-02-15 when the full amount is safe.
request_191,664.4,affordable_now,full_payment,2025-05-03:664.4,2025-05-03,none,Pay EUR 664.4 today; this leaves at least EUR 500.0 available over the next 90 days.
